INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
PEMAZYRE,Synonym,DTXSID501027955,Pemigatinib,CCN1C(=O)N(CC2=C1C1=C(NC(CN3CCOCC3)=C1)N=C2)C1=C(F)C(OC)=CC(OC)=C1F
Peganone,Synonym from Valid Source,DTXSID6023020,Ethotoin,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
Cabergoline,Approved Name,DTXSID6022719,Cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1
Dehydrated Alcohol,Synonym,DTXSID9020584,Ethanol,CCO
Xermelo,Expert Validated Synonym,DTXSID001102271,Telotristat ethyl,CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=CC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=NC(N)=N1
Ramipril,Approved Name,DTXSID8023551,Ramipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O
QUINAPRIL,Approved Name,DTXSID4023547,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2
DEMEROL,Synonym from Valid Source,DTXSID9023253,Meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
Felodipine,Approved Name,DTXSID4023042,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
Flumazenil,Approved Name,DTXSID2023064,Flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1
Amidate,Synonym from Valid Source,DTXSID5023033,Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
Vascepa,Synonym,DTXSID601018686,Icosapent ethyl,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
Loratadine,Approved Name,DTXSID2023224,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
Nafcillin,Approved Name,DTXSID8023343,Nafcillin,CCOC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C2=C(C=CC=C2)C=C1
Repaglinide,Approved Name,DTXSID3023552,Repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N2CCCCC2)=C1)C(O)=O
CANDESARTAN CILEXETIL,Approved Name,DTXSID5020239,Candesartan cilexetil,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1
Myoview,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID70155591,Tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
Tinidazole,Approved Name,DTXSID4023676,Tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
Olumiant,Synonym,DTXSID30152228,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
THIAMINE HYDROCHLORIDE,Approved Name,DTXSID0040622,Thiamine hydrochloride,Cl.[Cl-].CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
DOXOrubicin Hydrochloride,Expert Validated Synonym,DTXSID3030636,Adriamycin hydrochloride,Cl.[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)CO
Mefloquine Hydrochloride,Approved Name,DTXSID1047819,Mefloquine hydrochloride,Cl.[H][C@@]1(CCCCN1)[C@@H](O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
Lurasidone Hydrochloride,Approved Name,DTXSID401027714,Lurasidone hydrochloride,Cl.[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
Hydromorphone Hydrochloride,Approved Name,DTXSID90991291,Hydromorphone hydrochloride,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])CCC2=O
Naloxone Hydrochloride,Approved Name,DTXSID70957097,Naloxone hydrochloride,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@H](C4)[C@]1(O)CCC2=O
Naltrexone Hydrochloride,Approved Name,DTXSID50937236,Naltrexone hydrochloride,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
Nalbuphine Hydrochloride,Approved Name,DTXSID20177844,Nalbuphine hydrochloride,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CCC3)[C@H](C4)[C@]1(O)CC[C@@H]2O
Oxycodone Hydrochloride,Approved Name,DTXSID80924674,Oxycodone hydrochloride,Cl.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1(O)CCC2=O
Demeclocycline Hydrochloride,Approved Name,DTXSID0045252,Demeclocycline hydrochloride,Cl.[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@H]2O
BENZPHETAMINE HYDROCHLORIDE,Approved Name,DTXSID6074837,Benzphetamine hydrochloride,Cl.C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1
Idarubicin Hydrochloride,Approved Name,DTXSID0047797,Idarubicin hydrochloride,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C(C)=O
PRECEDEX,Expert Validated Synonym,DTXSID40873215,Dexmedetomidine hydrochloride,Cl.C[C@H](C1=CN=CN1)C1=CC=CC(C)=C1C
Selegiline Hydrochloride,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID9044584,Selegiline hydrochloride,Cl.C[C@H](CC1=CC=CC=C1)N(C)CC#C
FEXOFENADINE HYDROCHLORIDE,Approved Name,DTXSID5048716,Fexofenadine hydrochloride,Cl.CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Phentermine Hydrochloride,Synonym,DTXSID20152550,Phentermine hydrochloride [USP],Cl.CC(C)(N)CC1=CC=CC=C1
VALGANCICLOVIR HYDROCHLORIDE,Approved Name,DTXSID9046784,Valganciclovir hydrochloride,Cl.CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O
Valacyclovir Hydrochloride,Approved Name,DTXSID2044210,Valacyclovir hydrochloride,Cl.CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O
Sotalol Hydrochloride,Approved Name,DTXSID8021278,Sotalol hydrochloride,Cl.CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Propranolol Hydrochloride,Approved Name,DTXSID3021198,Propranolol hydrochloride,Cl.CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
Selegiline Hydrochloride,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90904745,Deprenyl hydrochloride,Cl.CC(CC1=CC=CC=C1)N(C)CC#C
Labetalol Hydrochloride,Approved Name,DTXSID0044654,Labetalol hydrochloride,Cl.CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
Labetalol Hydrochloride,Approved Name,DTXSID0044654,Labetalol hydrochloride,Cl.CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
PROMETHAZINE HYDROCHLORIDE,Approved Name,DTXSID3021192,Promethazine hydrochloride,Cl.CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
Rimantadine Hydrochloride,Approved Name,DTXSID1047813,Rimantadine hydrochloride,Cl.CC(N)C12CC3CC(CC(C3)C1)C2
MEXILETINE HYDROCHLORIDE,Synonym,DTXSID2045783,"1-Methyl-2-(2,6-xylyloxy)ethylammonium chloride",Cl.CC(N)COC1=C(C)C=CC=C1C
FLAVOXATE HYDROCHLORIDE,Approved Name,DTXSID1047784,Flavoxate hydrochloride,Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
Tiagabine Hydrochloride,Approved Name,DTXSID2044218,Tiagabine hydrochloride,Cl.CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
Memantine Hydrochloride,Synonym,DTXSID90961439,"3,5-Dimethyltricyclo(3.3.1.13,7)decan-1-amine hydrochloride",Cl.CC12CC3CC(C)(C1)CC(N)(C3)C2
METHADONE HYDROCHLORIDE,Approved Name,DTXSID2020501,Methadone hydrochloride,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Clindamycin Hydrochloride,Approved Name,DTXSID4045428,Clindamycin hydrochloride,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
Molindone Hydrochloride,Synonym,DTXSID5045417,"Indol-4(5H)-one, 3-ethyl-6,7-dihydro-2-methyl-5-(morpholinomethyl)-, monohydrochloride",Cl.CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
Irinotecan Hydrochloride,Approved Name,DTXSID6045953,Irinotecan hydrochloride,Cl.CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
ALECENSA,Synonym,DTXSID10154841,Alectinib hydrochloride,Cl.CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O
Nefazodone Hydrochloride,Approved Name,DTXSID8046088,Nefazodone hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
Acebutolol Hydrochloride,Approved Name,DTXSID5045461,Acebutolol hydrochloride,Cl.CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
Amiodarone Hydrochloride,Approved Name,DTXSID7037185,Amiodarone hydrochloride,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
Clindamycin Palmitate Hydrochloride,Approved Name,DTXSID3048734,Clindamycin palmitate hydrochloride,Cl.CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H](C)Cl
ropinirole hydrochloride,Approved Name,DTXSID50238533,Ropinirole hydrochloride,Cl.CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
Citanest Plain,Synonym,DTXSID2031956,Prilocaine hydrochloride,Cl.CCCNC(C)C(=O)NC1=CC=CC=C1C
Propafenone Hydrochloride,Synonym,DTXSID101017233,1-(2-(2-Hydroxy-3-(propylamino)propoxy)phenyl)-3-phenylpropan-1-one hydrochloride,Cl.CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1
Savella,Synonym,DTXSID4046785,Milnacipran hydrochloride,Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
Oxybutynin Chloride,Expert Validated Synonym,DTXSID3045356,Oxybutynin hydrochloride,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
Flurazepam Hydrochloride,Synonym,DTXSID40189686,Flurazepam monohydrochloride,Cl.CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
PROCAINAMIDE HYDROCHLORIDE,Approved Name,DTXSID2049422,Procainamide hydrochloride,Cl.CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
Dicyclomine hydrochloride,Approved Name,DTXSID0058778,Dicyclomine hydrochloride,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
Novocaine,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID1044435,Procaine hydrochloride,Cl.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
Maxaquin,Synonym,DTXSID2045527,Lomefloxacin hydrochloride,Cl.CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N1CCNC(C)C1)C(F)=C2
Alfentanil Hydrochloride,Approved Name,DTXSID0048927,Alfentanil hydrochloride,Cl.CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
Moexipril Hydrochloride,Approved Name,DTXSID7044267,Moexipril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=C(OC)C(OC)=C2
Benazepril Hydrochloride,Approved Name,DTXSID9045922,Benazepril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
Tamsulosin hydrochloride,Approved Name,DTXSID2046628,Tamsulosin hydrochloride,Cl.CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1
Sapropterin Dihydrochloride,Approved Name,DTXSID0040620,Sapropterin dihydrochloride,Cl.Cl.C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2
Ethambutol Hydrochloride,Synonym,DTXSID4045345,Ethambutol dihydrochloride,Cl.Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO
Pramipexole Dihydrochloride,Approved Name,DTXSID90146623,Pramipexole dihydrochloride,Cl.Cl.CCCN[C@H]1CCC2=C(C1)SC(N)=N2
NEUROLITE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID4046656,Bicisate dihydrochloride,Cl.Cl.CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
Trifluoperazine Hydrochloride,Synonym,DTXSID1045085,Trifluoperazine dihydrochloride,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1
TRIENTINE HYDROCHLORIDE,Approved Name,DTXSID2057863,Trientine hydrochloride,Cl.Cl.NCCNCCNCCN
Levocetirizine Dihydrochloride,Approved Name,DTXSID30926567,Levocetirizine dihydrochloride,Cl.Cl.OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Fluphenazine Hydrochloride,Expert Validated Synonym,DTXSID00892922,Fluphenazine dihydrochloride,Cl.Cl.OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
Hydroxyzine hydrochloride,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2040737,Hydroxyzine dihydrochloride,Cl.Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
ziprasidone hydrochloride,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID00153762,Ziprasidone hydrochloride,Cl.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
Tizanidine Hydrochloride,Approved Name,DTXSID9046990,Tizanidine hydrochloride,Cl.ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
Trazodone Hydrochloride,Approved Name,DTXSID8044626,Trazodone hydrochloride,Cl.ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
Clonidine hydrochloride,Approved Name,DTXSID8044670,Clonidine hydrochloride,Cl.ClC1=CC=CC(Cl)=C1NC1=NCCN1
Ticlopidine Hydrochloride,Approved Name,DTXSID80202141,Ticlopidine hydrochloride,Cl.ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
Minocycline hydrochloride,Approved Name,DTXSID8044545,Minocycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O
Tetracycline Hydrochloride,Approved Name,DTXSID6021321,Tetracycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
Metformin Hydrochloride,Approved Name,DTXSID9037246,Metformin hydrochloride,Cl.CN(C)C(=N)NC(N)=N
Loperamide Hydrochloride,Expert Validated Synonym,DTXSID00880006,"4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride",Cl.CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DOXEPIN HYDROCHLORIDE,Approved Name,DTXSID8045145,Doxepin hydrochloride,Cl.CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2
CYCLOBENZAPRINE HYDROCHLORIDE,Approved Name,DTXSID2045105,Cyclobenzaprine hydrochloride,Cl.CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
AMITRIPTYLINE HYDROCHLORIDE,Approved Name,DTXSID9033187,Amitriptyline hydrochloride,Cl.CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
Clomipramine Hydrochloride,Approved Name,DTXSID3042633,Clomipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2
Imipramine Hydrochloride,Approved Name,DTXSID7040738,Imipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
Chlorpromazine Hydrochloride,Approved Name,DTXSID7024827,Chlorpromazine hydrochloride,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
Diphenhydramine Hydrochloride,Approved Name,DTXSID4020537,Diphenhydramine hydrochloride,Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
Methamphetamine Hydrochloride,Synonym,DTXSID8048864,S-(+)-Methamphetamine hydrochloride,Cl.CN[C@@H](C)CC1=CC=CC=C1
Alosetron Hydrochloride,Approved Name,DTXSID8044208,Alosetron hydrochloride,Cl.CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2
Oxymorphone hydrochloride,Synonym,DTXSID10189214,Oxymorphone hydrochloride [USP],Cl.CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
Cyproheptadine Hydrochloride,Approved Name,DTXSID5042586,Cyproheptadine hydrochloride,Cl.CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
MEPIVACAINE HYDROCHLORIDE,Synonym,DTXSID4031566,Mepivicaine hydrochloride,Cl.CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
Granisetron Hydrochloride,Approved Name,DTXSID7049057,Granisetron hydrochloride,Cl.CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
Ketamine Hydrochloride,Approved Name,DTXSID4040137,Ketamine hydrochloride,Cl.CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1
Chlordiazepoxide Hydrochloride,Approved Name,DTXSID40880060,Chlordiazepoxide hydrochloride,Cl.CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=N(=O)C1
Atomoxetine Hydrochloride,Approved Name,DTXSID2044266,Atomoxetine hydrochloride,Cl.CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1
Nortriptyline Hydrochloride,Approved Name,DTXSID2045109,Nortriptyline hydrochloride,Cl.CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
Protriptyline hydrochloride,Approved Name,DTXSID8046951,Protriptyline hydrochloride,Cl.CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
DESIPRAMINE HYDROCHLORIDE,Approved Name,DTXSID9046942,Desipramine hydrochloride,Cl.CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
Matulane,Synonym,DTXSID3021190,Procarbazine hydrochloride,Cl.CNNCC1=CC=C(C=C1)C(=O)NC(C)C
METHYLPHENIDATE HYDROCHLORIDE,Approved Name,DTXSID8020886,Methylphenidate hydrochloride,Cl.COC(=O)C(C1CCCCN1)C1=CC=CC=C1
NICARDIPINE HYDROCHLORIDE,Approved Name,DTXSID9046992,Nicardipine hydrochloride,Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1
ESMOLOL HYDROCHLORIDE,Approved Name,DTXSID7049003,Esmolol hydrochloride,Cl.COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
Donepezil Hydrochloride,Approved Name,DTXSID0046698,Donepezil hydrochloride,Cl.COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
Prazosin Hydrochloride,Approved Name,DTXSID50172822,Prazosin hydrochloride,Cl.COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
moxifloxacin hydrochloride,Approved Name,DTXSID4045921,Moxifloxacin hydrochloride,Cl.COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1C[C@@H]2CCCN[C@@H]2C1)C1CC1
Primsol,Synonym,DTXSID40209671,Trimethoprim hydrochloride,Cl.COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
Venlafaxine Hydrochloride,Approved Name,DTXSID8047397,Venlafaxine hydrochloride,Cl.COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
Venlafaxine Hydrochloride,Approved Name,DTXSID8047397,Venlafaxine hydrochloride,Cl.COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
VERAPAMIL HYDROCHLORIDE,Approved Name,DTXSID2034095,Verapamil hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
Midodrine Hydrochloride,Approved Name,DTXSID1047493,Midodrine hydrochloride,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
Tramadol Hydrochloride,Approved Name,DTXSID7023691,Tramadol hydrochloride,Cl.COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
Alfuzosin Hydrochloride,Approved Name,DTXSID3045514,Alfuzosin hydrochloride,Cl.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
ERLOTINIB HYDROCHLORIDE,Approved Name,DTXSID10171412,Erlotinib hydrochloride,Cl.COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1
Thioridazine Hydrochloride,Approved Name,DTXSID9049401,Thioridazine hydrochloride,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1
R-Gene,Expert Validated Synonym,DTXSID20883650,L-(+)-Arginine monohydrochloride,Cl.N[C@@H](CCCNC(N)=N)C(O)=O
SUNOSI,Synonym,DTXSID101027927,Solriamfetol hydrochloride,Cl.N[C@@H](COC(N)=O)CC1=CC=CC=C1
ONGLYZA,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID50991191,Saxagliptin hydrochloride,Cl.N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
Amiloride Hydrochloride,Approved Name,DTXSID2024452,Amiloride hydrochloride,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
Dopamine Hydrochloride,Approved Name,DTXSID7020550,Dopamine hydrochloride,Cl.NCCC1=CC=C(O)C(O)=C1
Hydralazine Hydrochloride,Approved Name,DTXSID1044645,Hydralazine hydrochloride,Cl.NNC1=NN=CC2=CC=CC=C12
Buspirone Hydrochloride,Approved Name,DTXSID1037193,Buspirone hydrochloride,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
Trihexyphenidyl Hydrochloride,Approved Name,DTXSID8045802,Trihexyphenidyl hydrochloride,Cl.OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
Galafold,Synonym,DTXSID801026249,Migalastat hydrochloride,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
Raloxifene Hydrochloride,Approved Name,DTXSID1034181,Raloxifene hydrochloride,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1
Agrylin,Synonym,DTXSID0046725,Anagrelide hydrochloride,Cl.OC1=CN2CC3=C(NC2=N1)C=CC(Cl)=C3Cl
Hydroxyzine hydrochloride,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID5047530,Hydroxyzine hydrochloride,Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
INDIUM IN 111 CHLORIDE,Expert Validated Synonym,DTXSID90965038,Indium chloride (111InCl3),Cl[111In](Cl)Cl
CardioGen-82,Synonym,DTXSID60894902,Rubidium Chloride Rb 82,Cl[82Rb]
STRONTIUM CHLORIDE Sr-89,Approved Name,DTXSID10191655,Strontium chloride Sr 89,Cl[89Sr]Cl
Lysodren,Synonym from Valid Source,DTXSID9020372,"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1
ziprasidone hydrochloride,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID4023753,Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
Tizanidine,Approved Name,DTXSID9023679,Tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
Wakix,Synonym,DTXSID30957654,Pitolisant,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
Desloratadine,Approved Name,DTXSID1044196,Desloratadine,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1
Estazolam,Approved Name,DTXSID5020572,Estazolam,ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1
CHLORZOXAZONE,Approved Name,DTXSID9022813,Chlorzoxazone,ClC1=CC=C2OC(=O)NC2=C1
Amoxapine,Approved Name,DTXSID7022598,Amoxapine,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1
Aripiprazole,Approved Name,DTXSID3046083,Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
CYCLOPHOSPHAMIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID5020364,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
CYCLOPHOSPHAMIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID5020364,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
