INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
cytarabine,Approved Name,DTXSID3022877,Cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
COPPER,Approved Name,DTXSID2023985,Copper,[Cu]
IOTHALAMATE MEGLUMINE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID90199856,Iothalamate meglumine,CNC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO.CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
IOTHALAMATE MEGLUMINE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID10926949,"5-Acetamido-2,4,6-triiodo-N-methylisophthalamic acid-methylglucamine",CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
IOPAMIDOL,Approved Name,DTXSID1023158,Iopamidol,C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I
Iodixanol,Approved Name,DTXSID2045523,Iodixanol,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
ALPROSTADIL,Approved Name,DTXSID9022578,Alprostadil,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
CYSTEINE HYDROCHLORIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID0020367,l-Cysteine hydrochloride,Cl.N[C@@H](CS)C(O)=O
CYSTEINE HYDROCHLORIDE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90990688,"L-Cysteine, hydrochloride, monohydrate",O.Cl.N[C@@H](CS)C(O)=O
GALLIUM GA-68 GOZETOTIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Etomidate,Approved Name,DTXSID5023033,Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
"VASOPRESSIN, UNSPECIFIED",Searched by Synonym: Found 0 results,N/A,N/A,N/A
EDOTREOTIDE GALLIUM GA-68,Expert Validated Synonym,DTXSID20145503,Dotatate gallium Ga-68,[H+].[68Ga+3].[H][C@@]1(CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C([O-])=O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
PORFIMER SODIUM,Synonym from Valid Source,DTXSID101021967,Photofrin Porfimer sodium,N/A
Fish oil,Approved Name,DTXSID6093706,Fish oil,N/A
casimersen,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TECHNETIUM TC-99M MEDRONATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID601026655,Technetium Tc 99m medronate,O.O.[99Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O
TECHNETIUM TC-99M MEDRONATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID80230782,Technetium Tc-99m medronate,N/A
fosdenopterin hydrobromide,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ACETYLCYSTEINE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5020021,N-Acetyl-L-cysteine,CC(=O)N[C@@H](CS)C(O)=O
ACETYLCYSTEINE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID8022876,L-Cysteine,N[C@@H](CS)C(O)=O
patisiran sodium,Approved Name,DTXSID601027891,Patisiran sodium,N/A
ERAVACYCLINE DIHYDROCHLORIDE,Approved Name,DTXSID601027691,Eravacycline dihydrochloride,Cl.Cl.[H][C@@]12CC3=C(C(O)=C(NC(=O)CN4CCCC4)C=C3F)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
COPANLISIB,Approved Name,DTXSID00145728,Copanlisib,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21
GALLIUM NITRATE,Approved Name,DTXSID0043923,Gallium nitrate,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
oritavancin diphosphate,Approved Name,DTXSID901027688,Oritavancin diphosphate,OP(O)(O)=O.OP(O)(O)=O.[H][C@]12NC(=O)[C@]([H])(NC(=O)[C@]3([H])NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)C4=CC=C(OC5=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6C[C@](C)(NCC7=CC=C(C=C7)C7=CC=C(Cl)C=C7)[C@@H](O)[C@H](C)O6)C(OC6=C(Cl)C=C(C=C6)[C@H]1O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)=CC3=C5)C(Cl)=C4)C1=CC(=C(O)C=C1)C1=C(O)C=C(O)C=C1[C@H](NC2=O)C(O)=O
RIFAMPIN,Expert Validated Synonym,DTXSID6021244,Rifampicin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O
FERRIC PYROPHOSPHATE CITRATE,Approved Name,DTXSID00157987,Ferric pyrophosphate citrate,N/A
Ephedrine Sulfate,Approved Name,DTXSID6020565,Ephedrine sulfate,OS(O)(=O)=O.CN[C@@H](C)[C@H](O)C1=CC=CC=C1.CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Ethanolamine Oleate,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID201022918,"9-Octadecenoic acid (9Z)-, 2-aminoethyl ester",CCCCCCCC\C=C/CCCCCCCC(=O)OCCN
Ethanolamine Oleate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID8023008,Ethanolamine oleate,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O
Cefiderocol sulfate tosylate,Approved Name,DTXSID401027645,Cefiderocol sulfate tosylate,[O-]S([O-])(=O)=O.CC1=CC=C(C=C1)S([O-])(=O)=O.[H][C@]12SCC(C[N+]3(CCNC(=O)C4=C(Cl)C(O)=C(O)C=C4)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C(O)=O.[H][C@]12SCC(C[N+]3(CCNC(=O)C4=C(Cl)C(O)=C(O)C=C4)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C(O)=O.[H][C@]12SCC(C[N+]3(CCNC(=O)C4=C(Cl)C(O)=C(O)C=C4)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C(O)=O
FLORBETABEN F-18,Synonym,DTXSID20238065,Florbetaben ((sup 18)F),CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1
FLUOROESTRADIOL F-18,Synonym,DTXSID101027872,16alpha-[18F]Fluoroestradiol,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]
Flortaucipir F-18,Approved Name,DTXSID001027893,Flortaucipir F 18,[18F]C1=NC=C(C=C1)C1=CC2=C(C=C1)C1=C(N2)C=CN=C1
viltolarsen,Searched by Synonym: Found 0 results,N/A,N/A,N/A
EDARAVONE,Synonym from Valid Source,DTXSID9021130,1-Phenyl-3-methyl-5-pyrazolone,CC1=NN(C(=O)C1)C1=CC=CC=C1
BREXANOLONE,Synonym,DTXSID901016239,Allopregnan-3α-ol-20-one,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
CUPRIC CHLORIDE,Synonym from Valid Source,DTXSID7040449,Copper(II) chloride,[Cl-].[Cl-].[Cu++]
RADIUM RA-223 DICHLORIDE,Approved Name,DTXSID80893194,Radium Ra-223 Dichloride,[Cl-].[Cl-].[223Ra++]
GADOPENTETATE DIMEGLUMINE,Synonym,DTXSID70235367,Gadopentetate dimeglumine [USAN:USP],[Gd+3].CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O
peramivir,Approved Name,DTXSID10904727,Peramivir,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@H](C[C@H]1N=C(N)N)C(O)=O
MANGANESE CHLORIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID9040681,Manganese dichloride,[Cl-].[Cl-].[Mn++]
MANGANESE CHLORIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID90873503,Manganese chloride,N/A
IOBENGUANE I-131,Approved Name,DTXSID30228311,Iobenguane I 131,NC(=N)NCC1=CC([131I])=CC=C1
Hydroxocobalamin,Approved Name,DTXSID60897433,Hydroxocobalamin,[OH-].[Co+3].CC(CNC(=O)CCC1(C)C(CC(N)=O)C2[N-]C1=C(C)C1=N\C(=C/C3=N/C(=C(C)\C4=NC2(C)C(C)(CC(N)=O)C4CCC(N)=O)/C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C1CCC(N)=O)OP([O-])(=O)OC1C(CO)OC(C1O)N1C=NC2=CC(C)=C(C)C=C12
cisplatin,Approved Name,DTXSID4024983,Cisplatin,N.N.[Cl-].[Cl-].[Pt++]
ORITAVANCIN,Approved Name,DTXSID20897570,Oritavancin,[H][C@]12NC(=O)[C@]([H])(NC(=O)[C@]3([H])NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)C4=CC=C(OC5=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6C[C@](C)(NCC7=CC=C(C=C7)C7=CC=C(Cl)C=C7)[C@@H](O)[C@H](C)O6)C(OC6=C(Cl)C=C(C=C6)[C@H]1O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)=CC3=C5)C(Cl)=C4)C1=CC(=C(O)C=C1)C1=C(O)C=C(O)C=C1[C@H](NC2=O)C(O)=O
ASCORBIC ACID,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5020106,L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
ASCORBIC ACID,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID7048112,DL-Ascorbic acid,[H][C@]1(OC(=O)C(O)=C1O)[C@H](O)CO
DOXAPRAM HYDROCHLORIDE,Approved Name,DTXSID9047837,Doxapram hydrochloride,Cl.CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
Iobenguane I-123,Approved Name,DTXSID60998212,Iobenguane I 123,NC(=N)NCC1=CC([123I])=CC=C1
DAPTOMYCIN,Approved Name,DTXSID1041009,Daptomycin,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=C(N)C=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O
SODIUM ACETATE ANHYDROUS,Synonym,DTXSID2027044,Sodium acetate,[Na+].CC([O-])=O
EPHEDRINE HYDROCHLORIDE,Approved Name,DTXSID1045825,Ephedrine hydrochloride,Cl.CN[C@@H](C)[C@H](O)C1=CC=CC=C1
COPPER OXODOTREOTIDE CU-64,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DOTATATE,Approved Name,DTXSID60170399,Dotatate,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)[C@@H](C)O
OLICERIDINE,Approved Name,DTXSID201031292,Oliceridine,COC1=C(CNCC[C@]2(CCOC3(CCCC3)C2)C2=NC=CC=C2)SC=C1
POTASSIUM ACETATE,Approved Name,DTXSID7027043,Potassium acetate,[K+].CC([O-])=O
CALCIUM CHLORIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90893024,Calcium chloride hydrate,N/A
CALCIUM CHLORIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID5020235,Calcium chloride,[Cl-].[Cl-].[Ca++]
CHOLINE C-11,Approved Name,DTXSID10241624,Choline C-11,C[N+](C)([11CH3])CCO
AMIFOSTINE,Approved Name,DTXSID8022585,Amifostine,NCCCNCCSP(O)(O)=O
Sodium Nitrite,Approved Name,DTXSID0020941,Sodium nitrite,[Na+].[O-]N=O
ANGIOTENSIN II,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID4036778,Angiotensin II,N/A
ANGIOTENSIN II,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID30196288,Angiotensin II Human,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
Sincalide,Approved Name,DTXSID7048617,Sincalide,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
PLAZOMICIN,Approved Name,DTXSID001031303,Plazomicin,[H][C@]1(O[C@@H]2[C@@H](N)C[C@@H](NC(=O)[C@@H](O)CCN)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)OC(CNCCO)=CC[C@H]1N
DEFIBROTIDE SODIUM,Approved Name,DTXSID301027878,Defibrotide sodium,N/A
Flutemetamol F-18,Approved Name,DTXSID80227394,Flutemetamol F 18,CNC1=C([18F])C=C(C=C1)C1=NC2=C(S1)C=C(O)C=C2
CHROMIC CHLORIDE,Synonym from Valid Source,DTXSID20858722,Chromium chloride (CrCl3),Cl[Cr](Cl)Cl
IXABEPILONE,Approved Name,DTXSID70870252,Ixabepilone,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1
DEXTROSE,Expert Validated Synonym,DTXSID7022910,D-Glucose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O
ARGATROBAN,Approved Name,DTXSID7046467,Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
indocyanine green,Approved Name,DTXSID2023145,Indocyanine green,[Na+].CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2
Trabectedin,Approved Name,DTXSID2046880,Trabectedin,COC1=CC2=C(CCN[C@]22CS[C@H]3[C@H]4[C@@H]5N(C)[C@@H](CC6=C5C(O)=C(OC)C(C)=C6)[C@H](O)N4[C@@H](COC2=O)C2=C3C(OC(C)=O)=C(C)C3=C2OCO3)C=C1O
Sodium Thiosulfate,Approved Name,DTXSID9042417,Sodium thiosulfate,[Na+].[Na+].[O-]S([S-])(=O)=O
GADOXETATE DISODIUM,Approved Name,DTXSID001027879,Gadoxetate disodium,[Gd+3]1234567[O-]C(C[N]1(CC([N]2(CC([O-]3)=O)CC([O-]4)=O)CC1=CC=C(OCC)C=C1)CC[N]5(CC([O-]6)=O)CC([O-]7)=O)=O.[Na+].[Na+]
FENOLDOPAM MESYLATE,Approved Name,DTXSID00904650,Fenoldopam Mesylate,CS(O)(=O)=O.OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
OXIDRONATE DISODIUM,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SELENIUM,Approved Name,DTXSID9021261,Selenium,[Se]
IRON SUCROSE,Expert Validated Synonym,DTXSID70895107,Iron saccharate,N/A
ARGININE HYDROCHLORIDE,Expert Validated Synonym,DTXSID20883650,L-(+)-Arginine monohydrochloride,Cl.N[C@@H](CCCNC(N)=N)C(O)=O
BELINOSTAT,Approved Name,DTXSID60194378,Belinostat,ONC(=O)\C=C\C1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1
RUBIDIUM CHLORIDE RB-82,Approved Name,DTXSID60894902,Rubidium Chloride Rb 82,Cl[82Rb]
SUGAMMADEX SODIUM,Approved Name,DTXSID201027720,Sugammadex sodium,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[H][C@@]12O[C@H](CSCCC(O)=O)[C@@H](O[C@@]3([H])O[C@H](CSCCC(O)=O)[C@@H](O[C@@]4([H])O[C@H](CSCCC(O)=O)[C@@H](O[C@@]5([H])O[C@H](CSCCC(O)=O)[C@@H](O[C@@]6([H])O[C@H](CSCCC(O)=O)[C@@H](O[C@@]7([H])O[C@H](CSCCC(O)=O)[C@@H](O[C@@]8([H])O[C@H](CSCCC(O)=O)[C@@H](O[C@@]9([H])O[C@H](CSCCC(O)=O)[C@@H](O1)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O
epoprostenol,Approved Name,DTXSID5022988,Epoprostenol,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC(O)=O
CALCIUM GLUCONATE MONOHYDRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PERFLUTREN,Approved Name,DTXSID9052503,Perflutren,FC(F)(F)C(F)(F)C(F)(F)F
SODIUM FERRIC GLUCONATE COMPLEX,Approved Name,DTXSID80187686,Sodium ferric gluconate complex,[Na+].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
BICISATE DIHYDROCHLORIDE,Approved Name,DTXSID4046656,Bicisate dihydrochloride,Cl.Cl.CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
ERIBULIN MESYLATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
eteplirsen,Approved Name,DTXSID701027882,Eteplirsen,N/A
FERRIC DERISOMALTOSE,Approved Name,DTXSID901027890,Ferric derisomaltose,N/A
LUTETIUM OXODOTREOTIDE LU-177,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PRALATREXATE,Approved Name,DTXSID3048578,Pralatrexate,NC1=NC(N)=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1
GALLIUM CHLORIDE GA-67,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SECRETIN HUMAN,Synonym,DTXSID701026608,Synthetic human secretin,[H]C(NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC1=CN=CN1)([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(N)=O
Pemetrexed disodium heptahydrate,Approved Name,DTXSID50189238,Pemetrexed disodium heptahydrate,O.O.O.O.O.O.O.[Na+].[Na+].NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1
IBUTILIDE FUMARATE,Approved Name,DTXSID8048652,Ibutilide fumarate,OC(=O)\C=C\C(O)=O.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
ANIDULAFUNGIN,Approved Name,DTXSID50873201,Anidulafungin,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)C(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O
GOZETOTIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BENDAMUSTINE HYDROCHLORIDE,Approved Name,DTXSID40188912,Bendamustine hydrochloride,Cl.CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl
foscarnet sodium,Synonym,DTXSID6023078,Foscarnet trisodium,[Na+].[Na+].[Na+].[O-]C(=O)P([O-])([O-])=O
ZINC SULFATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID0040175,Zinc sulfate heptahydrate,O.O.O.O.O.O.O.[Zn++].[O-]S([O-])(=O)=O
ZINC SULFATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID2040315,Zinc sulfate,[Zn++].[O-]S([O-])(=O)=O
HETASTARCH,Synonym from Valid Source,DTXSID3046829,Hydroxyethyl starch,N/A
gadodiamide,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID201019701,Gadodiamide,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O
gadodiamide,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID9048647,Gadodiamide hydrate,O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O
Amisulpride,Approved Name,DTXSID5042613,Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
MEBROFENIN,Approved Name,DTXSID1046891,Mebrofenin,CC1=CC(C)=C(NC(=O)CN(CC(O)=O)CC(O)=O)C(C)=C1Br
CEFTAROLINE FOSAMIL,Approved Name,DTXSID60177444,Ceftaroline fosamil,CCO\N=C(/C(=O)N[C@H]1[C@H]2SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N2C1=O)C([O-])=O)C1=NSC(NP(O)(O)=O)=N1
DOPAMINE HYDROCHLORIDE,Approved Name,DTXSID7020550,Dopamine hydrochloride,Cl.NCCC1=CC=C(O)C(O)=C1
conivaptan hydrochloride,Approved Name,DTXSID70168585,Conivaptan hydrochloride,Cl.CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
MEDRONIC ACID,Approved Name,DTXSID8045696,Medronic acid,OP(O)(=O)CP(O)(O)=O
SAMARIUM SM-153 LEXIDRONAM PENTASODIUM,Approved Name,DTXSID30936282,Samarium Sm 153 lexidronam pentasodium,[Na+].[Na+].[Na+].[Na+].[Na+].[153Sm+3].[O-]P([O-])(=O)CN(CCN(CP([O-])([O-])=O)CP([O-])([O-])=O)CP([O-])([O-])=O
CARFILZOMIB,Approved Name,DTXSID4048690,Carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
ETELCALCETIDE HYDROCHLORIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
FLORBETAPIR F-18,Approved Name,DTXSID80241898,Florbetapir F-18,CNC1=CC=C(\C=C\C2=CN=C(OCCOCCOCC[18F])C=C2)C=C1
CYCLOPHOSPHAMIDE ANHYDROUS,Synonym,DTXSID5020364,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
VANCOMYCIN,Approved Name,DTXSID0042664,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC=C(O)C(=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
TIROFIBAN HYDROCHLORIDE,Synonym,DTXSID5048635,Tirofiban hydrochloride monohydrate,O.Cl.CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
CANGRELOR,Approved Name,DTXSID90167651,Cangrelor,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1
FERRIC CARBOXYMALTOSE,Approved Name,DTXSID101027608,Ferric carboxymaltose,N/A
TEMSIROLIMUS,Approved Name,DTXSID2040945,Temsirolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO
